price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,source
7270000,"Sector 79, Noida, Delhi NCR",1245,28.563031,77.394037,2,2,2,Under Construction,New Property,Semi-Furnished,Flat,5839.35743,Noida,original
8500000,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",1262,28.384034,77.01669,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,6735.340729,Gurgaon,original
8500000,"G-Block, Garden City, Gurgaon, Delhi NCR",1600,28.404274,76.910524,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,5312.5,Gurgaon,original
7200000,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1325,28.436305,77.13605,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5433.962264,Gurgaon,original
19000000,"Sector 21C, Faridabad, Delhi NCR",3500,28.4303503,77.2956126,4,4,3,Ready to Move,New Property,Semi-Furnished,Flat,5428.571429,Faridabad,original
16000000,"Chittaranjan Park, Chittaranjan Park, New Delhi - South, Delhi NCR",1400,28.53787231,77.24923706,3,3,2,Ready to Move,Resale,Unfurnished,Flat,11428.57143,New Delhi,original
3500000,"sector-1  Noida extension Greater Noida West, Noida Extension, Noida, Delhi NCR",1075,28.531915,77.40155,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3255.813953,Noida,original
10800000,"Sector 150, Noida, Sector 150, Noida, Delhi NCR",1750,28.561989,77.39837,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6171.428571,Noida,original
16500000,"Sector 65, Gurgaon, Delhi NCR",1975,28.397952,77.069057,4,4,3,Ready to Move,Resale,Semi-Furnished,Flat,8354.43038,Gurgaon,original
10000000,"A block lajpat Nagar 1, Lajpat Nagar 1, New Delhi - South, Delhi NCR",950,28.57574654,77.24215698,2,2,2,Ready to Move,Resale,Furnished,Flat,10526.31579,New Delhi,original
3500000,"Sector 1, Greater Noida, Sector 1, Greater Noida, Delhi NCR",950,28.5661101,77.4406099,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,3684.210526,Greater Noida,original
11000000,"ahinsa khand 2, Indirapuram, Ghaziabad, Delhi NCR",2300,28.64481755,77.38203339,4,4,5,Ready to Move,New Property,Semi-Furnished,Individual House,4782.608696,Ghaziabad,original
4000000,"Omicron 3, Greater Noida, Omicron 3, Greater Noida, Delhi NCR",1164,28.47722356,77.55106462,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3436.426117,Greater Noida,original
6200000,"palam vihar, Ansal Plaza, Gurgaon, Delhi NCR",590,28.512962,77.0413523,2,3,1,Ready to Move,Resale,Semi-Furnished,Flat,10508.47458,Gurgaon,original
8500000,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",960,28.5769715,77.0477254,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,8854.166667,New Delhi,original
4050000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1040,28.70217,77.430308,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,3894.230769,Ghaziabad,original
9300000,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",1262,28.384034,77.01669,2,2,2,Ready to Move,New Property,Furnished,Flat,7369.255151,Gurgaon,original
37700000,"Sector 65, Gurgaon, Sector 65, Gurgaon, Delhi NCR",3844,28.401126,77.064923,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,9807.492196,Gurgaon,original
16500000,"South City 1, Gurgaon, Delhi NCR",1640,28.45693249,77.06833,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,10060.97561,Gurgaon,original
7900000,"Sector 79, Gurugram, Haryana, Sector 79, Gurgaon, Delhi NCR",1491,28.3589451,76.971745,2,2,3,Ready to Move,New Property,Semi-Furnished,Flat,5298.457411,Gurgaon,original
37000000,"Sector 112, Dwarka Expressway, Gurugram, Haryana 122007, Sector 112, Gurgaon, Delhi NCR",4857,28.517563,77.014148,4,5,5,Ready to Move,New Property,Semi-Furnished,Flat,7617.871114,Gurgaon,original
13500000,"000., Paschim Vihar, New Delhi - West, Delhi NCR",1200,28.67244303,77.10975812,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,11250,New Delhi,original
3200000,"K Block, Mahipalpur, New Delhi - South, Delhi NCR",800,28.54872131,77.13526154,2,2,1,Ready to Move,Resale,Furnished,Flat,4000,New Delhi,original
15000000,"Gurgaon, Sector 51, Gurgaon, Delhi NCR",2367,28.42878151,77.06613922,3,3,1,Ready to Move,New Property,Semi-Furnished,Flat,6337.135615,Gurgaon,original
6200000,"Sector 77, Sector 77, Faridabad, Delhi NCR",1368,28.368101,77.3721674,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,4532.163743,Faridabad,original
6300000,"Sector 150, Noida, Uttar Pradesh, Sector 150, Noida, Delhi NCR",1100,28.420393,77.483477,2,2,3,Ready to Move,New Property,Semi-Furnished,Flat,5727.272727,Noida,original
11000000,"sector 8 pocket B 5 DDA flat rohini, Sector 8 Rohini, New Delhi - West, Delhi NCR",900,28.7050987,77.1227736,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,12222.22222,New Delhi,original
4100000,"Sector 86, Faridabad, Sector 86, Faridabad, Delhi NCR",1200,28.40436848,77.33607703,2,2,3,Ready to Move,Resale,Semi-Furnished,Individual House,3416.666667,Faridabad,original
42500000,"nearby DAV school 14 OPP MARKET, Sector 14, Faridabad, Delhi NCR",4700,28.3959971,77.3328095,5,5,3,Ready to Move,Resale,Semi-Furnished,Individual House,9042.553191,Faridabad,original
3800000,"New Delhi, Paryavaran Complex, New Delhi - South, Delhi NCR",1000,28.51620483,77.20290375,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3800,New Delhi,original
7200000,"New Delhi, New Mahavir Nagar, New Delhi - West, Delhi NCR",1000,28.6334877,77.08435059,2,2,1,Ready to Move,Resale,Unfurnished,Flat,7200,New Delhi,original
7700000,"C1 block., Palam Vihar, Gurgaon, Delhi NCR",1125,28.5080324,77.0336072,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6844.444444,Gurgaon,original
16000000,"IP Extension, Patparganj, New Delhi - East, Delhi NCR",1650,28.63101196,77.30213165,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,9696.969697,New Delhi,original
9890000,"gh 002, Sector 107, Noida, Delhi NCR",1647,28.54291259,77.37203149,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6004.857316,Noida,original
3750000,"GH05A Sector 1 Greater noida west, Sector 1, Greater Noida, Delhi NCR",1075,28.5661101,77.4406099,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3488.372093,Greater Noida,original
11200000,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",1744,28.407361,76.93426176,3,3,3,Ready to Move,Resale,Semi-Furnished,Individual House,6422.018349,Gurgaon,original
21000000,"Dwarka Sector 11, New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",2200,28.59413495,77.04838807,3,3,3,Ready to Move,Resale,Semi-Furnished,Individual House,9545.454545,New Delhi,original
8500000,"I block, South City 2, Gurgaon, Delhi NCR",1145,28.41786766,77.05124664,3,2,3,Ready to Move,New Property,Unfurnished,Individual House,7423.580786,Gurgaon,original
6000000,"Anamika Enclave Near Sector 14 Gurugram Haryana 122001, Anamika Enclave, Gurgaon, Delhi NCR",1350,28.49747849,77.0271225,3,2,2,Ready to Move,New Property,Semi-Furnished,Flat,4444.444444,Gurgaon,original
8000000,"Zeta 1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",1800,28.496754,77.52229495,3,4,4,Ready to Move,Resale,Semi-Furnished,Flat,4444.444444,Greater Noida,original
33000000,"Park facing house, Sector 46, Gurgaon, Delhi NCR",4000,28.4358404,77.0582564,7,7,8,Ready to Move,Resale,Semi-Furnished,Individual House,8250,Gurgaon,original
6500000,"Saket, New Delhi, New Delhi, Delhi NCR",1500,28.52354813,77.20889282,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,4333.333333,New Delhi,original
7800000,"Sector 85, Faridabad, Sector 85, Faridabad, Delhi NCR",2250,28.4042306,77.3559561,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,3466.666667,Faridabad,original
10000000,"sector 50 noida, Sector 50, Noida, Delhi NCR",1575,28.5782385,77.3769057,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,6349.206349,Noida,original
8520000,"Vikaspuri, New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",900,28.64606,77.07101956,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,9466.666667,New Delhi,original
4400000,"vaishali, Sector 5 Vaishali, Ghaziabad, Delhi NCR",1000,28.643642,77.34532,2,2,1,Ready to Move,New Property,Semi-Furnished,Individual House,4400,Ghaziabad,original
16000000,"Palam Vihar, Gurgaon, Haryana, Palam Vihar, Gurgaon, Delhi NCR",2140,28.50042534,77.00772858,4,4,2,Ready to Move,New Property,Unfurnished,Flat,7476.635514,Gurgaon,original
26500000,"sector b pocket 7 ff, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",2000,28.53838483,77.09200984,3,2,1,Ready to Move,Resale,Semi-Furnished,Flat,13250,New Delhi,original
18000000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",2250,28.562957,77.38698789,4,3,4,Ready to Move,New Property,Semi-Furnished,Flat,8000,Noida,original
10000000,"Sector 168, Noida, Sector 168, Noida, Delhi NCR",1914,28.444621,77.484261,3,4,4,Ready to Move,Resale,Semi-Furnished,Individual House,5224.660397,Noida,original
4000000,"Noida Extension, Noida, Delhi NCR",1055,28.619028,77.425972,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3791.469194,Noida,original
5470000,"Noida Extension Noida, Noida Extension, Noida, Delhi NCR",1369,28.58296266,77.43325959,3,2,3,Ready to Move,New Property,Semi-Furnished,Flat,3995.617239,Noida,original
6500000,"A & b., Sector 49, Gurgaon, Delhi NCR",1150,28.4111861,77.0497084,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5652.173913,Gurgaon,original
5700000,"Sector 86, Faridabad, Sector 86, Faridabad, Delhi NCR",1575,28.40436848,77.33607703,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,3619.047619,Faridabad,original
15100000,"Sector 110A, Gurgaon, Chandan Vihar, Gurgaon, Delhi NCR",2428,28.513139,77.025952,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,6219.110379,Gurgaon,original
13000000,"sector 11, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",1300,28.59422623,77.05091528,3,2,3,Ready to Move,Resale,Semi-Furnished,Individual House,10000,New Delhi,original
8900000,"Sector 79, Gurugram, Haryana, Sector 79, Gurgaon, Delhi NCR",1572,28.3589451,76.971745,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,5661.577608,Gurgaon,original
8000000,"Sector 85, Faridabad, Delhi NCR",2250,28.4042306,77.3559561,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,3555.555556,Faridabad,original
7400000,"Sector 62, Noida, Sector 62 Block B, Noida, Delhi NCR",1550,28.61527184,77.37107535,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,4774.193548,Noida,original
4800000,"234, Subhash Nagar Gurugram, Subhash Nagar, Gurgaon, Delhi NCR",900,28.4661808,77.02391052,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,5333.333333,Gurgaon,original
34500000,"Sector 53, Gurgaon, Sector 53, Gurgaon, Delhi NCR",4128,28.445667,77.097443,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,8357.55814,Gurgaon,original
18500000,"Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana, Sushant Lok 1 Block A, Gurgaon, Delhi NCR",2000,28.473926,77.078657,3,4,4,Ready to Move,Resale,Semi-Furnished,Flat,9250,Gurgaon,original
26000000,"sector  46 gurgaon, Huda Colony, Gurgaon, Delhi NCR",3500,28.4325844,77.0559044,4,5,4,Ready to Move,New Property,Semi-Furnished,Individual House,7428.571429,Gurgaon,original
4700000,"Indirapuram, Ghaziabad, Delhi NCR",975,28.6493479,77.3696259,3,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4820.512821,Ghaziabad,original
2600000,"rajnagar sec 23 sanjay nagar, Sanjay Nagar, Ghaziabad, Delhi NCR",540,28.6957931,77.4540746,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,4814.814815,Ghaziabad,original
17000000,"C2A/229A, Opp. Delhi jal board, Janakpuri, New delhi., Janakpuri Block C2A, New Delhi - West, Delhi NCR",1550,28.61896706,77.0936203,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,10967.74194,New Delhi,original
3830000,"Sector 143A Noida, Sector 143A, Noida, Delhi NCR",1040,28.49983025,77.42658997,2,2,3,Ready to Move,Resale,Unfurnished,Individual House,3682.692308,Noida,original
5420000,"Sector 2, Plot No GH-01 West, Patwari, Greater Noida, Uttar Pradesh 201318, Sector 2, Greater Noida, Delhi NCR",1425,28.5906689,77.45786265,3,2,4,Ready to Move,New Property,Furnished,Flat,3803.508772,Greater Noida,original
7500000,"indirapuram, Neeti Khand 2, Ghaziabad, Delhi NCR",1300,28.6446415,77.371908,3,3,1,Ready to Move,New Property,Semi-Furnished,Flat,5769.230769,Ghaziabad,original
3500000,"Rama park road, Dwarka Mor, New Delhi - West, Delhi NCR",750,28.6193161,77.03326416,3,2,1,Ready to Move,New Property,Semi-Furnished,Flat,4666.666667,New Delhi,original
6500000,"Sector 92, Gurgaon, Dhorka, Gurgaon, Delhi NCR",1700,28.414052,76.914303,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,3823.529412,Gurgaon,original
33000000,"Sector 50, Noida, Sector 50, Noida, Delhi NCR",3284,28.57725,77.370289,4,5,4,Ready to Move,Resale,Semi-Furnished,Flat,10048.72107,Noida,original
15000000,"5555., Palam Vihar Pocket E, Gurgaon, Delhi NCR",2430,28.5113555,77.0328085,3,3,2,Ready to Move,New Property,Furnished,Individual House,6172.839506,Gurgaon,original
20000000,"New Delhi, Naraina Vihar, New Delhi - West, Delhi NCR",1800,28.62870979,77.1359787,3,3,1,Ready to Move,Resale,Semi-Furnished,Flat,11111.11111,New Delhi,original
10300000,"Sector 69, Gurgaon, Sector 69, Gurgaon, Delhi NCR",1704,28.393604,77.035364,3,3,4,Ready to Move,New Property,Unfurnished,Individual House,6044.600939,Gurgaon,original
7500000,"Sector 62, Noida, Sector 62 Block B, Noida, Delhi NCR",1540,28.62407017,77.37175607,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4870.12987,Noida,original
5500000,"mandir wali gali, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",980,28.59803581,77.07652283,3,3,1,Ready to Move,New Property,Furnished,Flat,5612.244898,New Delhi,original
9500000,"Sector 5 Vasundhara, Ghaziabad, Delhi NCR",1750,28.660923,77.37889862,4,3,2,Ready to Move,New Property,Semi-Furnished,Individual House,5428.571429,Ghaziabad,original
10500000,"vasundara, Vasundhara, Ghaziabad, Delhi NCR",1900,28.65955734,77.37476349,4,3,1,Ready to Move,New Property,Semi-Furnished,Flat,5526.315789,Ghaziabad,original
10900000,"sector 79, Sector 79, Gurgaon, Delhi NCR",1983,28.35895365,76.971587,3,3,5,Ready to Move,Resale,Semi-Furnished,Flat,5496.722138,Gurgaon,original
3700000,"Express Park view- II, GH-03, Chi 5, Near express park view -I, Greater Noida (UP), Chuharpur Khadar, Greater Noida, Delhi NCR",984,28.4265996,77.5077563,2,2,3,Ready to Move,New Property,Unfurnished,Flat,3760.162602,Greater Noida,original
17000000,"Sushant Lok 2, Gurgaon, Delhi NCR",2200,28.423049,77.08741,4,4,2,Ready to Move,New Property,Semi-Furnished,Flat,7727.272727,Gurgaon,original
4400000,"mahagun mywood gaur city 2nd sec 16 c noida extension greater noida west, Noida Extension, Noida, Delhi NCR",1110,28.620768,77.425805,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3963.963964,Noida,original
4100000,"vaishali sec 3, Sector 3 Vaishali, Ghaziabad, Delhi NCR",900,28.64988397,77.35310555,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4555.555556,Ghaziabad,original
12500000,"rohini, Rohini, New Delhi - Rohini, Delhi NCR",1200,28.73956871,77.09276581,3,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,10416.66667,New Delhi,original
3800000,"Noida Extension, Noida, Noida Extension Block C, Noida, Delhi NCR",990,28.616204,77.422256,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3838.383838,Noida,original
16000000,"Sector 54, Gurgaon, DLF City Phase 5, Gurgaon, Delhi NCR",1343,28.448545,77.094641,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,11913.62621,Gurgaon,original
9500000,"Greenwood city, Green Woods City, Gurgaon, Delhi NCR",1728,28.44610786,77.06240082,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5497.685185,Gurgaon,original
15300000,"Sector 27, Greater Noida, Delhi NCR",2506,28.470149,77.535673,4,5,2,Under Construction,New Property,Semi-Furnished,Individual House,6105.347167,Greater Noida,original
11900000,"Sector 109, Gurgaon, Sector 109 Block T, Gurgaon, Delhi NCR",1750,28.517155,77.003435,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,6800,Gurgaon,original
23500000,"Vasant Kunj, New Delhi - South, Delhi NCR",2500,28.522485,77.157488,4,3,2,Ready to Move,New Property,Semi-Furnished,Individual House,9400,New Delhi,original
3050000,"Plot No. GH - 01/A, Sector 16 B, Greater Noida West, Greater Noida -201308, Noida Extension, Noida, Delhi NCR",792,28.60847821,77.444642,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3851.010101,Noida,original
12000000,"east pocket, Sector 23, Gurgaon, Delhi NCR",1800,28.5097759,77.0535665,4,4,2,Ready to Move,Resale,Unfurnished,Flat,6666.666667,Gurgaon,original
15300000,"dwarka Sector-22, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.5593993,77.0596789,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,9000,New Delhi,original
22800000,"Sector 6 Dwarka, Dwarka, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",2200,28.5895731,77.0658956,4,4,3,Ready to Move,Resale,Semi-Furnished,Flat,10363.63636,New Delhi,original
26600000,"Sector 63A, Gurgaon, Sector 63A, Gurgaon, Delhi NCR",3000,28.400444,77.103004,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,8866.666667,Gurgaon,original
15800000,"Nirvana Country, South City 2, Gurgaon, Delhi NCR",2000,28.41772,77.05281,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,7900,Gurgaon,original
7500000,"Sector 62, Noida, Sector 62, Noida, Delhi NCR",1700,28.621714,77.369341,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,4411.764706,Noida,original
6500000,"House No. 221, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1000,28.7297569,77.087787,4,3,3,Ready to Move,Resale,Unfurnished,Flat,6500,New Delhi,original
3900000,"Sector 102, Dwarka Expressway, Gurgaon, Haryana, Sector 102, Gurgaon, Delhi NCR",606,28.471233,76.969597,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,6435.643564,Gurgaon,original
5500000,"Sector 84, Faridabad, Sector 84, Faridabad, Delhi NCR",1400,28.40439154,77.3625813,3,3,3,Ready to Move,Resale,Semi-Furnished,Individual House,3928.571429,Faridabad,original
15700000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",2622,28.55998087,77.38556078,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,5987.795576,Noida,original
6500000,"Rohini, New Delhi - Rohini, Delhi NCR",560,28.73956871,77.09276581,3,2,2,Ready to Move,Resale,Unfurnished,Flat,11607.14286,New Delhi,original
9800000,"nh 8, Sector 83, Gurgaon, Delhi NCR",1720,28.395989,76.973879,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5697.674419,Gurgaon,original
5500000,"Sector 51, Noida, Sector 51, Noida, Delhi NCR",950,28.578746,77.364647,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5789.473684,Noida,original
5300000,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1400,28.61607805,77.42810225,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,3785.714286,Noida,original
7500000,"DDA Flat PKT A Mayur Vihar 2, Mayur Vihar 2, New Delhi - East, Delhi NCR",1000,28.617045,77.299452,2,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,7500,New Delhi,original
10500000,"sector 69, Sector 69, Gurgaon, Delhi NCR",1578,28.39393115,77.031069,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,6653.992395,Gurgaon,original
22000000,"Sector 30, Gurgaon, Delhi NCR",2368,28.46195602,77.05679321,3,5,3,Ready to Move,Resale,Semi-Furnished,Flat,9290.540541,Gurgaon,original
10200000,"Sector 81, Neharpar Faridabad, Faridabad, Haryana, Sector 81, Faridabad, Delhi NCR",1895,28.3924416,77.3442485,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,5382.585752,Faridabad,original
10500000,"Surajpur, Greater Noida, Surajpur, Greater Noida, Delhi NCR",2106,28.472502,77.52226619,3,4,1,Ready to Move,Resale,Semi-Furnished,Flat,4985.754986,Greater Noida,original
19000000,"Near Huda market, Sector 9, Faridabad, Delhi NCR",3500,28.37646103,77.33474731,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,5428.571429,Faridabad,original
2400000,"New Delhi, Mahavir Enclave Part 3, New Delhi - Dwarka, Delhi NCR",540,28.60604477,77.07047272,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,4444.444444,New Delhi,original
18000000,"Sector 46, Gurgaon, Delhi NCR",2400,28.44633157,77.08064441,3,6,4,Ready to Move,Resale,Semi-Furnished,Individual House,7500,Gurgaon,original
7200000,"Sector 21, Noida, Sector 21, Noida, Delhi NCR",1250,28.589607,77.336443,3,2,1,Ready to Move,Resale,Semi-Furnished,Flat,5760,Noida,original
19000000,"Builder Floor, DLF City Phase 3, Gurgaon, Delhi NCR",2200,28.49410629,77.10335541,4,4,2,Ready to Move,Resale,Semi-Furnished,Flat,8636.363636,Gurgaon,original
7000000,"zeta -1, Zeta, Greater Noida, Delhi NCR",1742,28.507687,77.532312,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4018.36969,Greater Noida,original
6500000,"Chattarpur Extension, New Delhi - South, Delhi NCR",1500,28.49025726,77.17655182,3,3,1,Ready to Move,New Property,Semi-Furnished,Flat,4333.333333,New Delhi,original
5500000,"Sector 4 Vaishali, Ghaziabad, Delhi NCR",1050,28.64702415,77.34025574,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,5238.095238,Ghaziabad,original
7500000,"paryag apartment, Vasundhara Enclave, New Delhi - East, Delhi NCR",1150,28.60172462,77.31781006,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6521.73913,New Delhi,original
19000000,"88., Sector 45, Gurgaon, Delhi NCR",2200,28.4446575,77.0670365,4,4,2,Ready to Move,New Property,Semi-Furnished,Flat,8636.363636,Gurgaon,original
11000000,"New Delhi, Amar Colony, New Delhi - South, Delhi NCR",1000,28.56134987,77.24330139,2,2,2,Ready to Move,Resale,Unfurnished,Flat,11000,New Delhi,original
7500000,"A., Laxmi Nagar, New Delhi - East, Delhi NCR",900,28.63596725,77.26956177,3,3,1,Ready to Move,New Property,Semi-Furnished,Flat,8333.333333,New Delhi,original
7700000,"Sector 30, Gurgaon, Sector 30, Gurgaon, Delhi NCR",1350,28.44984818,77.05697632,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,5703.703704,Gurgaon,original
14500000,"Vaishali, Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",2286,28.64235374,77.34015099,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6342.95713,Ghaziabad,original
7100000,"sector 75 noida, Sector 75, Noida, Delhi NCR",1295,28.576256,77.383182,2,2,4,Ready to Move,New Property,Semi-Furnished,Flat,5482.625483,Noida,original
11200000,"Sector 51, Noida, Sector 51, Noida, Delhi NCR",1900,28.5802499,77.3671515,3,3,6,Ready to Move,Resale,Semi-Furnished,Flat,5894.736842,Noida,original
8800000,"sec 83gurgoan, Sector 83, Gurgaon, Delhi NCR",1733,28.399598,76.97150985,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5077.899596,Gurgaon,original
6200000,"Omicron 1, Greater Noida, Omicron 1, Greater Noida, Delhi NCR",1665,28.46267033,77.55830252,4,3,4,Ready to Move,Resale,Semi-Furnished,Flat,3723.723724,Greater Noida,original
11400000,"Sector 77, Gurgaon, Sector 77, Gurgaon, Delhi NCR",2077,28.3824895,76.9823169,3,3,4,Ready to Move,New Property,Semi-Furnished,Flat,5488.685604,Gurgaon,original
16200000,"Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.593846,77.065492,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,9529.411765,New Delhi,original
7600000,"Sector 30, Gurgaon, Delhi NCR",1300,28.4619565,77.056792,3,2,1,Ready to Move,New Property,Semi-Furnished,Individual House,5846.153846,Gurgaon,original
18000000,"dlf city phase 4, Dlf City Phase 4, Gurgaon, Delhi NCR",2200,28.4663049,77.0863199,3,4,3,Ready to Move,New Property,Furnished,Flat,8181.818182,Gurgaon,original
8900000,"Vikaspuri Block M, New Delhi - West, Delhi NCR",1200,28.635058,77.0750186,3,3,1,Ready to Move,Resale,Furnished,Flat,7416.666667,New Delhi,original
7500000,"House no 13 Block 19, Springfield Colony, Faridabad, Delhi NCR",1710,28.45023,77.312379,3,3,2,Ready to Move,Resale,Unfurnished,Flat,4385.964912,Faridabad,original
33000000,"sector 30, Uniworld City, Gurgaon, Delhi NCR",3150,28.45781326,77.05649567,4,5,5,Ready to Move,Resale,Semi-Furnished,Flat,10476.19048,Gurgaon,original
24500000,"Malibu Town, Gurgaon, Delhi NCR",2600,28.422711,77.04556,4,4,2,Ready to Move,New Property,Semi-Furnished,Individual House,9423.076923,Gurgaon,original
18600000,"prateek edifice SECTOR 107, Sector 107, Noida, Delhi NCR",2070,28.5466685,77.37519508,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,8985.507246,Noida,original
4200000,"Ghaziabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1250,28.6859684,77.35089874,3,3,2,Ready to Move,Resale,Furnished,Flat,3360,Ghaziabad,original
35000000,"Sector 62, Gurgaon, Sector 62, Gurgaon, Delhi NCR",3498,28.413918,77.088326,3,4,2,Ready to Move,Resale,Semi-Furnished,Individual House,10005.71755,Gurgaon,original
11000000,"Flat no 1001, Sector 33, Gurgaon, Delhi NCR",1475,28.43157936,77.03524427,3,4,5,Ready to Move,New Property,Semi-Furnished,Flat,7457.627119,Gurgaon,original
21600000,"Sector 63A, Gurgaon, Delhi NCR",2100,28.400444,77.103004,3,3,2,Ready to Move,New Property,Unfurnished,Flat,10285.71429,Gurgaon,original
8400000,"Sector 77, Noida, Sector 77, Noida, Delhi NCR",1564,28.57204228,77.39106873,3,2,4,Ready to Move,Resale,Semi-Furnished,Flat,5370.84399,Noida,original
10500000,"10., Sector 83, Gurgaon, Delhi NCR",1720,28.394307,76.9700484,3,2,3,Ready to Move,New Property,Unfurnished,Flat,6104.651163,Gurgaon,original
5500000,"Noida Sector 137, Sector 137, Noida, Delhi NCR",1240,28.50920801,77.40662554,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4435.483871,Noida,original
12500000,"Sector 46, Faridabad, Delhi NCR",2700,28.43975067,77.29987335,4,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4629.62963,Faridabad,original
